CustomerKey,Age,Gender,NumberCarsOwned,HouseOwnerFlag,YearlyIncome,MaritalStatus,FirstPurchaseAmount,LifetimeSales
4201,67,1,0,1,70000,792.167,25482.172,
4201,67,1,0,1,70000,34.1905,25482.172,
4201,67,1,0,1,70000,175.275,25482.172,
4202,67,1,1,1,90000,1371.496,24452.042,
4202,67,1,1,1,90000,601.217,24452.042,
4202,67,1,1,1,90000,175.275,24452.042,
4216,57,0,1,0,100000,593.6995,22236.09,
4216,57,0,1,0,100000,75.65,22236.09,
4216,57,0,1,0,100000,339.15,22236.09,
4219,58,0,1,1,70000,1626.4155,29744.9205,
4219,58,0,1,1,70000,75.65,29744.9205,
4219,58,0,1,1,70000,339.15,29744.9205,
4233,62,0,1,1,60000,7.548,21837.2265,
4233,62,0,1,1,60000,645.762,21837.2265,
4233,62,0,1,1,60000,279.65,21837.2265,
4234,63,1,3,1,70000,593.6995,24522.9245,
4234,63,1,3,1,70000,59.6105,24522.9245,
4234,63,1,3,1,70000,279.65,24522.9245,
4251,43,0,2,0,30000,4.503,33565.594,
4251,43,0,2,0,30000,25.555,33565.594,
4251,43,0,2,0,30000,218.405,33565.594,
4252,44,0,2,1,30000,590.767,40681.848,
4252,44,0,2,1,30000,680.6655,40681.848,
4252,44,0,2,1,30000,218.405,40681.848,
4266,83,0,2,1,40000,93.3895,25952.2125,
4266,83,0,2,1,40000,566.95,25952.2125,
4266,83,0,2,1,40000,786.9895,25952.2125,
4269,81,1,1,1,60000,7.548,24193.51,
4269,81,1,1,1,60000,566.95,24193.51,
4269,81,1,1,1,60000,871.9895,24193.51,
4270,48,1,2,1,40000,2012.3565,29667.897,
4270,48,1,2,1,40000,1195.0905,29667.897,
4270,48,1,2,1,40000,219.45,29667.897,
4283,60,1,0,1,80000,160.55,28492.902,
4283,60,1,0,1,80000,21.8405,28492.902,
4283,60,1,0,1,80000,755.1265,28492.902,
4284,51,0,0,0,40000,815.6605,24652.845,
4284,51,0,0,0,40000,1264.1365,24652.845,
4284,51,0,0,0,40000,1430.396,24652.845,
4301,51,0,0,1,60000,34.1905,31500.255,
4301,51,0,0,1,60000,246.9905,31500.255,
4301,51,0,0,1,60000,755.1265,31500.255,
4302,52,1,0,1,60000,34.1905,21337.782,
4302,52,1,0,1,60000,151.05,21337.782,
4302,52,1,0,1,60000,188.1,21337.782,
4316,77,1,1,0,70000,21.8405,26622.6745,
4316,77,1,1,0,70000,122.55,26622.6745,
4316,77,1,1,0,70000,843.2105,26622.6745,
4319,76,1,0,1,60000,16.1405,30278.9605,
4319,76,1,0,1,60000,1283.45,30278.9605,
4319,76,1,0,1,60000,755.1265,30278.9605,
4320,77,1,1,0,70000,112.081,23587.4855,
4320,77,1,1,0,70000,122.55,23587.4855,
4320,77,1,1,0,70000,188.1,23587.4855,
4333,75,0,2,1,60000,727.5765,24183.2945,
4333,75,0,2,1,60000,588.867,24183.2945,
4333,75,0,2,1,60000,175.275,24183.2945,
4334,74,1,0,1,60000,178.6,31204.9735,
4334,74,1,0,1,60000,21.8405,31204.9735,
4334,74,1,0,1,60000,830.3855,31204.9735,
4351,71,1,2,0,70000,1960.3725,29592.446,
4351,71,1,2,0,70000,601.217,29592.446,
4351,71,1,2,0,70000,177.555,29592.446,
4352,72,0,2,1,70000,34.1905,29735.339,
4352,72,0,2,1,70000,719.0265,29735.339,
4352,72,0,2,1,70000,832.6655,29735.339,
4369,60,1,4,1,110000,676.856,40970.476,
4369,60,1,4,1,110000,112.081,40970.476,
4369,60,1,4,1,110000,583.072,40970.476,
4370,68,0,0,1,70000,1280.2865,24764.1225,
4370,68,0,0,1,70000,247.9405,24764.1225,
4370,68,0,0,1,70000,175.275,24764.1225,
4383,62,1,2,1,110000,21.7455,41747.637,
4383,62,1,2,1,110000,16.1405,41747.637,
4383,62,1,2,1,110000,16.0455,41747.637,
4384,61,0,4,1,130000,1831.068,48503.566,
4384,61,0,4,1,130000,16.1405,48503.566,
4384,61,0,4,1,130000,671.156,48503.566,
4387,63,0,2,0,90000,679.1265,29541.5015,
4387,63,0,2,0,90000,1242.296,29541.5015,
4387,63,0,2,0,90000,188.1,29541.5015,
4401,69,0,2,0,60000,681.9765,29666.516,
4401,69,0,2,0,60000,20.9,29666.516,
4401,69,0,2,0,60000,177.555,29666.516,
4402,69,1,2,1,60000,1357.246,30961.062,
4402,69,1,2,1,60000,16.1405,30961.062,
4402,69,1,2,1,60000,177.555,30961.062,
4419,55,0,2,0,90000,186.2,26344.3595,
4419,55,0,2,0,90000,601.217,26344.3595,
4419,55,0,2,0,90000,754.0815,26344.3595,
4420,56,0,2,1,100000,681.9765,23145.899,
4420,56,0,2,1,100000,34.1905,23145.899,
4420,56,0,2,1,100000,187.055,23145.899,
4433,45,0,2,1,60000,186.2,25737.6835,
4433,45,0,2,1,60000,34.1905,25737.6835,
4433,45,0,2,1,60000,175.275,25737.6835,
4434,45,0,2,0,60000,186.2,28581.5135,
4434,45,0,2,0,60000,1850.201,28581.5135,
4434,45,0,2,0,60000,830.3855,28581.5135,
4437,77,1,2,1,30000,1154.0195,26268.6712,
4437,77,1,2,1,30000,590.393,26268.6712,
4437,77,1,2,1,30000,254.15,26268.6712,
4451,88,0,0,1,10000,555.464,23712.6956,
4451,88,0,0,1,10000,3.984,23712.6956,
4451,88,0,0,1,10000,33.384,23712.6956,
4452,62,1,0,1,30000,3.792,23027.0418,
4452,62,1,0,1,30000,3.984,23027.0418,
4452,62,1,0,1,30000,510.88,23027.0418,
4469,53,1,1,1,50000,186.2,26812.9145,
4469,53,1,1,1,50000,608.646,26812.9145,
4469,53,1,1,1,50000,742.3015,26812.9145,
4470,53,0,0,1,60000,753.2265,22456.8525,
4470,53,0,0,1,60000,137.56,22456.8525,
4470,53,0,0,1,60000,271.2155,22456.8525,
4484,53,1,0,1,70000,114.95,30506.2055,
4484,53,1,0,1,70000,696.73,30506.2055,
4484,53,1,0,1,70000,842.1655,30506.2055,
4487,54,0,0,1,60000,114.95,23700.159,
4487,54,0,0,1,60000,688.6075,23700.159,
4487,54,0,0,1,60000,850.022,23700.159,
4501,54,0,0,1,70000,114.95,29959.202,
4501,54,0,0,1,70000,41.6195,29959.202,
4501,54,0,0,1,70000,188.1,29959.202,
4502,53,0,0,1,70000,114.95,29229.32,
4502,53,0,0,1,70000,696.73,29229.32,
4502,53,0,0,1,70000,843.2105,29229.32,
4519,54,0,0,1,80000,110.2,31550.173,
4519,54,0,0,1,80000,1258.4365,31550.173,
4519,54,0,0,1,80000,188.1,31550.173,
4520,102,1,2,0,10000,23.7405,42124.3507,
4520,102,1,2,0,10000,0,42124.3507,
4520,102,1,2,0,10000,218.405,42124.3507,
4534,55,1,1,0,70000,114.95,29635.9795,
4534,55,1,1,0,70000,41.6195,29635.9795,
4534,55,1,1,0,70000,254.6,29635.9795,
4537,60,1,0,1,60000,114.95,22920.699,
4537,60,1,0,1,60000,41.6195,22920.699,
4537,60,1,0,1,60000,254.6,22920.699,
4551,57,0,1,0,50000,719.0265,25103.5035,
4551,57,0,1,0,50000,27.5405,25103.5035,
4551,57,0,1,0,50000,745.6265,25103.5035,
4552,56,1,1,1,50000,247.9405,26901.954,
4552,56,1,1,1,50000,27.5405,26901.954,
4552,56,1,1,1,50000,178.6,26901.954,
4569,66,0,1,1,80000,785.517,25819.425,
4569,66,0,1,1,80000,19.95,25819.425,
4569,66,0,1,1,80000,745.6265,25819.425,
4570,66,1,1,1,80000,122.55,28087.0695,
4570,66,1,1,1,80000,19.95,28087.0695,
4570,66,1,1,1,80000,178.6,28087.0695,
4584,55,1,3,1,70000,514.8875,21668.638,
4584,55,1,3,1,70000,1184.152,21668.638,
4584,55,1,3,1,70000,364.65,21668.638,
4587,54,0,0,1,110000,521.696,42516.7525,
4587,54,0,0,1,110000,19.4565,42516.7525,
4587,54,0,0,1,110000,14.3565,42516.7525,
4601,55,0,4,1,70000,593.793,24724.2555,
4601,55,0,4,1,70000,566.95,24724.2555,
4601,55,0,4,1,70000,279.65,24724.2555,
4602,55,1,4,1,70000,7.6415,21176.354,
4602,55,1,4,1,70000,59.6105,21176.354,
4602,55,1,4,1,70000,1391.178,21176.354,
4619,51,0,1,1,40000,128,64189.1141,
4619,51,0,1,1,40000,484.6,64189.1141,
4619,51,0,1,1,40000,1674.44,64189.1141,
4620,51,0,1,1,40000,128,53549.7002,
4620,51,0,1,1,40000,7.104,53549.7002,
4620,51,0,1,1,40000,150.8,53549.7002,
4634,52,1,2,0,20000,1062.184,19469.7034,
4634,52,1,2,0,20000,3.984,19469.7034,
4634,52,1,2,0,20000,12.72,19469.7034,
4637,54,0,1,1,40000,152,48169.0468,
4637,54,0,1,1,40000,7.104,48169.0468,
4637,54,0,1,1,40000,150.8,48169.0468,
4651,63,0,0,0,20000,481.288,23486.1045,
4651,63,0,0,0,20000,3.984,23486.1045,
4651,63,0,0,0,20000,1056.944,23486.1045,
4652,62,1,0,0,20000,3.792,20238.8643,
4652,62,1,0,0,20000,3.984,20238.8643,
4652,62,1,0,0,20000,10.8,20238.8643,
4669,54,0,0,0,40000,152,53222.0664,
4669,54,0,0,0,40000,7.104,53222.0664,
4669,54,0,0,0,40000,628.296,53222.0664,
4670,54,1,0,1,40000,1198.144,63152.058,
4670,54,1,0,1,40000,7.104,63152.058,
4670,54,1,0,1,40000,149.52,63152.058,
4684,79,1,2,0,90000,586.296,49743.2885,
4684,79,1,2,0,90000,1604.92,49743.2885,
4684,79,1,2,0,90000,149.52,49743.2885,
4687,79,0,4,1,130000,13.592,36050.2441,
4687,79,0,4,1,130000,1358.928,36050.2441,
4687,79,0,4,1,130000,182.4,36050.2441,
4701,71,0,2,1,80000,167.2,61047.6231,
4701,71,0,2,1,80000,7.104,61047.6231,
4701,71,0,2,1,80000,628.296,61047.6231,
4702,71,1,3,0,130000,1059.736,41091.7047,
4702,71,1,3,0,130000,207.992,41091.7047,
4702,71,1,3,0,130000,182.4,41091.7047,
4719,48,1,3,1,70000,7.6415,24646.7375,
4719,48,1,3,1,70000,59.6105,24646.7375,
4719,48,1,3,1,70000,846.4895,24646.7375,
4720,47,1,2,1,80000,514.981,25269.346,
4720,47,1,2,1,80000,645.762,25269.346,
4720,47,1,2,1,80000,339.15,25269.346,
4734,52,1,4,1,120000,14.3565,36215.978,
4734,52,1,4,1,120000,691.4495,36215.978,
4734,52,1,4,1,120000,14.3565,36215.978,
4737,83,1,2,1,110000,1177.0405,38334.327,
4737,83,1,2,1,110000,21.7455,38334.327,
4737,83,1,2,1,110000,16.0455,38334.327,
4751,50,1,2,0,70000,160.55,30719.401,
4751,50,1,2,0,70000,592.667,30719.401,
4751,50,1,2,0,70000,177.555,30719.401,
4752,69,1,2,1,80000,7.6415,20140.189,
4752,69,1,2,1,80000,566.95,20140.189,
4752,69,1,2,1,80000,2102.5175,20140.189,
4769,57,1,3,1,130000,679.1075,48300.8625,
4769,57,1,3,1,130000,246.9905,48300.8625,
4769,57,1,3,1,130000,111.986,48300.8625,
4770,58,1,3,1,130000,16.1405,50982.56,
4770,58,1,3,1,130000,1974.917,50982.56,
4770,58,1,3,1,130000,16.0455,50982.56,
4784,56,0,0,1,90000,514.981,24712.0335,
4784,56,0,0,1,90000,59.6105,24712.0335,
4784,56,0,0,1,90000,365.4915,24712.0335,
4787,61,0,1,1,70000,593.793,24715.693,
4787,61,0,1,1,70000,59.6105,24715.693,
4787,61,0,1,1,70000,279.65,24715.693,
4788,63,1,1,1,60000,7.6415,23540.528,
4788,63,1,1,1,60000,645.762,23540.528,
4788,63,1,1,1,60000,1391.178,23540.528,
4801,64,0,1,1,90000,7.6415,25025.1145,
4801,64,0,1,1,90000,1678.478,25025.1145,
4801,64,0,1,1,90000,854.9895,25025.1145,
4802,60,1,1,1,70000,7.6415,28590.186,
4802,60,1,1,1,70000,645.762,28590.186,
4802,60,1,1,1,70000,347.65,28590.186,
4819,47,0,2,1,40000,604.067,27863.2565,
4819,47,0,2,1,40000,807.1105,27863.2565,
4819,47,0,2,1,40000,1338.455,27863.2565,
4820,43,1,2,1,30000,1184.6405,53169.8865,
4820,43,1,2,1,30000,14.725,53169.8865,
4820,43,1,2,1,30000,1417.3525,53169.8865,
4837,48,0,1,0,40000,21.8405,19380.758,
4837,48,0,1,0,40000,152,19380.758,
4837,48,0,1,0,40000,744.5815,19380.758,
4838,48,1,2,0,40000,684.8075,30172.7135,
4838,48,1,2,0,40000,719.0265,30172.7135,
4838,48,1,2,0,40000,175.275,30172.7135,
4851,56,1,1,0,110000,16.1405,48357.942,
4851,56,1,1,0,110000,246.9905,48357.942,
4851,56,1,1,0,110000,671.156,48357.942,
4852,56,1,2,0,110000,671.251,41628.375,
4852,56,1,2,0,110000,246.9905,41628.375,
4852,56,1,2,0,110000,16.0455,41628.375,
4869,52,0,0,1,60000,19.95,23530.623,
4869,52,0,0,1,60000,784.3105,23530.623,
4869,52,0,0,1,60000,786.4765,23530.623,
4870,52,1,0,1,60000,675.0605,30006.8125,
4870,52,1,0,1,60000,129.2,30006.8125,
4870,52,1,0,1,60000,219.45,30006.8125,
4887,78,0,3,1,60000,1283.9155,24241.9225,
4887,78,0,3,1,60000,807.1105,24241.9225,
4887,78,0,3,1,60000,188.1,24241.9225,
4888,77,1,3,1,60000,696.73,27913.2265,
4888,77,1,3,1,60000,152,27913.2265,
4888,77,1,3,1,60000,843.2105,27913.2265,
4901,74,0,2,1,40000,41.6195,27307.177,
11293,61,1,2,1,70000,498.655,22182.3745,
11300,60,0,2,1,70000,0,22126.985,
11300,60,0,2,1,70000,178.6,22126.985,
11300,60,0,2,1,70000,746.7,22126.985,
11307,51,0,1,0,30000,11.992,14955.8838,
11307,51,0,1,0,30000,564.072,14955.8838,
11307,51,0,1,0,30000,559.7298,14955.8838,
11318,53,1,2,0,20000,11.992,16897.6815,
11318,53,1,2,0,20000,35.2,16897.6815,
11318,53,1,2,0,20000,645.9594,16897.6815,
11325,52,1,1,0,40000,607.896,55392.4913,
11325,52,1,1,0,40000,1053.336,55392.4913,
11325,52,1,1,0,40000,1332.544,55392.4913,
11332,94,1,2,0,20000,3.1825,45191.252,
11332,94,1,2,0,20000,12.3025,45191.252,
11332,94,1,2,0,20000,4.731,45191.252,
11343,69,0,2,0,20000,658.293,36772.943,
11343,69,0,2,0,20000,1258.351,36772.943,
11343,69,0,2,0,20000,4.731,36772.943,
11350,67,0,2,1,30000,570.209,39801.232,
11350,67,0,2,1,30000,14.725,39801.232,
11350,67,0,2,1,30000,6.6405,39801.232,
11357,67,0,2,1,30000,3.1825,46438.932,
11357,67,0,2,1,30000,666.4155,46438.932,
11357,67,0,2,1,30000,661.751,46438.932,
11368,65,1,0,1,80000,37.9905,21426.196,
11368,65,1,0,1,80000,151.05,21426.196,
11368,65,1,0,1,80000,1125.6265,21426.196,
11375,51,0,0,1,40000,693.101,23438.5465,
11375,51,0,0,1,40000,747.5265,23438.5465,
11375,51,0,0,1,40000,597.55,23438.5465,
11382,62,0,0,1,10000,11.992,17132.1988,
11382,62,0,0,1,10000,487.896,17132.1988,
11382,62,0,0,1,10000,4.6407,17132.1988,
11393,70,1,1,1,10000,489.488,17010.2475,
11393,70,1,1,1,10000,21.52,17010.2475,
11393,70,1,1,1,10000,6.5007,17010.2475,
11400,44,0,1,1,10000,4.2415,25557.8166,
11400,44,0,1,1,10000,615.0515,25557.8166,
11400,44,0,1,1,10000,5.9415,25557.8166,
11407,46,0,2,1,10000,4.2415,26035.404,
11407,46,0,2,1,10000,23.8,26035.404,
11407,46,0,2,1,10000,5.9415,26035.404,
11418,62,0,0,1,20000,989.592,19700.3374,
11418,62,0,0,1,20000,10.4,19700.3374,
11418,62,0,0,1,20000,561.5898,19700.3374,
11425,66,0,1,1,20000,489.488,17006.3035,
11425,66,0,1,1,20000,13.52,17006.3035,
11425,66,0,1,1,20000,100.4214,17006.3035,
11432,54,1,1,0,10000,489.488,20401.3086,
11432,54,1,1,0,10000,509.416,20401.3086,
11432,54,1,1,0,10000,6.5007,20401.3086,
11443,54,1,0,1,30000,11.992,10252.2722,
11443,54,1,0,1,30000,81.6,10252.2722,
11443,54,1,0,1,30000,4.6407,10252.2722,
11450,55,1,0,1,40000,1128,62637.6774,
11450,55,1,0,1,40000,7.192,62637.6774,
11450,55,1,0,1,40000,551.192,62637.6774,
11457,72,1,1,0,20000,563.664,26181.0419,
11457,72,1,1,0,20000,504.688,26181.0419,
11457,72,1,1,0,20000,4.6407,26181.0419,
11468,57,0,1,1,20000,563.664,16964.1493,
11468,57,0,1,1,20000,1605.24,16964.1493,
11468,57,0,1,1,20000,1141.1007,16964.1493,
11475,57,1,2,1,10000,555.464,15504.6545,
11475,57,1,2,1,10000,44,15504.6545,
11475,57,1,2,1,10000,4.6407,15504.6545,
11482,58,0,1,1,30000,3.792,15988.9127,
11482,58,0,1,1,30000,18.507,15988.9127,
11482,58,0,1,1,30000,645.9594,15988.9127,
11493,59,0,0,0,20000,555.464,15927.8285,
11493,59,0,0,0,20000,40.92,15927.8285,
11493,59,0,0,0,20000,4.6407,15927.8285,
11500,90,1,2,0,10000,3.792,21038.1034,
11500,90,1,2,0,10000,11.067,21038.1034,
11500,90,1,2,0,10000,645.9594,21038.1034,
11507,59,1,1,1,30000,3.792,17899.6517,
11507,59,1,1,1,30000,652.3857,17899.6517,
11507,59,1,1,1,30000,4.6407,17899.6517,
11518,44,0,1,1,30000,3.792,12342.3504,
11518,44,0,1,1,30000,94.86,12342.3504,
11518,44,0,1,1,30000,4.6407,12342.3504,
11525,61,1,1,1,40000,654.872,61485.3835,
11525,61,1,1,1,40000,1102.864,61485.3835,
11525,61,1,1,1,40000,7.192,61485.3835,
11532,47,1,1,1,20000,481.288,13638.4141,
11532,47,1,1,1,20000,1173.567,13638.4141,
11532,47,1,1,1,20000,4.6314,13638.4141,
11543,49,1,1,1,30000,3.792,19013.0595,
11543,49,1,1,1,30000,657.0357,19013.0595,
11543,49,1,1,1,30000,4.6314,19013.0595,
11550,52,1,0,1,70000,27.5405,19517.7925,
4901,74,0,2,1,40000,160.55,27307.177,
4901,74,0,2,1,40000,179.075,27307.177,
4902,74,1,2,0,60000,41.6195,26120.5915,
4902,74,1,2,0,60000,727.5765,26120.5915,
4902,74,1,2,0,60000,179.075,26120.5915,
4905,74,1,1,1,60000,41.6195,18448.082,
4905,74,1,1,1,60000,770.0605,18448.082,
4905,74,1,1,1,60000,179.075,18448.082,
4919,72,0,2,1,70000,1197.9405,21746.338,
4919,72,0,2,1,70000,110.2,21746.338,
4919,72,0,2,1,70000,187.055,21746.338,
4920,66,1,1,1,130000,13.592,36569.9008,
4920,66,1,1,1,130000,207.992,36569.9008,
4920,66,1,1,1,130000,2034.4,36569.9008,
4937,90,1,1,1,90000,37.0405,22786.546,
4937,90,1,1,1,90000,110.2,22786.546,
4937,90,1,1,1,90000,187.055,22786.546,
4938,59,1,3,1,90000,37.0405,29543.377,
4938,59,1,3,1,90000,765.3105,29543.377,
4938,59,1,3,1,90000,187.055,29543.377,
4952,67,1,0,1,70000,608.646,21067.6925,
4952,67,1,0,1,70000,151.05,21067.6925,
4952,67,1,0,1,70000,175.275,21067.6925,
4955,60,0,1,1,100000,608.646,27756.657,
4955,60,0,1,1,100000,151.05,27756.657,
4955,60,0,1,1,100000,175.275,27756.657,
4969,69,0,0,1,70000,21.8405,28033.804,
4969,69,0,0,1,70000,274.5405,28033.804,
4969,69,0,0,1,70000,909.7105,28033.804,
4970,69,0,1,1,90000,21.8405,23788.2575,
4970,69,0,1,1,90000,745.6265,23788.2575,
4970,69,0,1,1,90000,254.6,23788.2575,
4987,69,0,2,1,60000,1913.547,28786.736,
4987,69,0,2,1,60000,1275.85,28786.736,
4987,69,0,2,1,60000,175.275,28786.736,
4988,69,1,2,1,60000,16.1405,26021.931,
4988,69,1,2,1,60000,114.95,26021.931,
4988,69,1,2,1,60000,742.3015,26021.931,
5002,86,0,2,1,80000,588.867,23976.5045,
5002,86,0,2,1,80000,122.55,23976.5045,
5002,86,0,2,1,80000,188.1,23976.5045,
5005,85,0,2,1,90000,21.8405,30047.518,
5005,85,0,2,1,90000,689.5765,30047.518,
5005,85,0,2,1,90000,178.6,30047.518,
5019,45,1,1,0,60000,1264.1365,29475.7565,
5019,45,1,1,0,60000,806.1605,29475.7565,
5019,45,1,1,0,60000,178.6,29475.7565,
5020,45,1,2,1,60000,21.8405,24762.739,
5020,45,1,2,1,60000,1393.346,24762.739,
5020,45,1,2,1,60000,1906.5265,24762.739,
5037,62,1,0,1,10000,19.992,21386.1778,
5037,62,1,0,1,10000,5.592,21386.1778,
5037,62,1,0,1,10000,1534,21386.1778,
5038,63,1,0,1,10000,1146.928,22586.5686,
5038,63,1,0,1,10000,557.264,22586.5686,
5038,63,1,0,1,10000,10.36,22586.5686,
5052,67,0,0,1,20000,19.992,15947.5822,
5052,67,0,0,1,20000,5.592,15947.5822,
5052,67,0,0,1,20000,511.088,15947.5822,
5055,67,0,0,1,20000,100.784,15448.9179,
5055,67,0,0,1,20000,5.592,15448.9179,
5055,67,0,0,1,20000,1488.688,15448.9179,
5069,55,0,0,0,50000,1195.0905,22669.136,
5069,55,0,0,0,50000,178.6,22669.136,
5069,55,0,0,0,50000,1496.896,22669.136,
5070,54,1,0,1,50000,34.1905,27759.0055,
5070,54,1,0,1,50000,745.6265,27759.0055,
5070,54,1,0,1,50000,254.6,27759.0055,
5087,54,0,0,1,70000,27.5405,25608.6675,
5087,54,0,0,1,70000,129.2,25608.6675,
5087,54,0,0,1,70000,177.555,25608.6675,
5088,53,0,0,1,70000,1188.4405,27305.777,
5088,53,0,0,1,70000,696.2265,27305.777,
5088,53,0,0,1,70000,177.555,27305.777,
5102,54,1,0,1,80000,21.8405,25112.8595,
5102,54,1,0,1,80000,151.05,25112.8595,
5102,54,1,0,1,80000,1525.2915,25112.8595,
5105,58,1,2,1,80000,34.1905,25038.0915,
5105,58,1,2,1,80000,151.05,25038.0915,
5105,58,1,2,1,80000,668.99,25038.0915,
5119,61,0,1,0,70000,1847.313,23758.17,
5119,61,0,1,0,70000,784.3105,23758.17,
5119,61,0,1,0,70000,494,23758.17,
5120,62,1,2,1,40000,37.9905,23693.643,
5120,62,1,2,1,40000,129.2,23693.643,
5120,62,1,2,1,40000,592.99,23693.643,
5137,57,0,1,0,50000,588.867,25042.433,
5137,57,0,1,0,50000,807.1105,25042.433,
5137,57,0,1,0,50000,727.7,25042.433,
5138,57,0,1,1,50000,21.8405,19602.4305,
5138,57,0,1,1,50000,152,19602.4305,
5138,57,0,1,1,50000,509.2,19602.4305,
11550,52,1,0,1,70000,696.2265,19517.7925,
11550,52,1,0,1,70000,8.436,19517.7925,
11557,66,0,0,1,20000,481.288,19493.276,
11557,66,0,0,1,20000,23.715,19493.276,
11557,66,0,0,1,20000,645.9501,19493.276,
11568,87,0,0,1,20000,3.792,11854.2088,
11568,87,0,0,1,20000,680.3694,11854.2088,
11568,87,0,0,1,20000,6.5007,11854.2088,
11575,45,0,1,0,10000,590.393,28211.4513,
11575,45,0,1,0,10000,1135.328,28211.4513,
11575,45,0,1,0,10000,513.281,28211.4513,
11582,44,1,0,0,20000,4.2415,28719.173,
11582,44,1,0,0,20000,543.8895,28719.173,
11582,44,1,0,0,20000,5.9415,28719.173,
11593,64,1,0,1,30000,84.584,17267.5755,
11593,64,1,0,1,30000,625.7598,17267.5755,
11593,64,1,0,1,30000,6.5007,17267.5755,
11600,64,0,0,0,40000,103.2,58082.5495,
11600,64,0,0,0,40000,267.2,58082.5495,
11600,64,0,0,0,40000,7.192,58082.5495,
11607,54,0,1,1,20000,3.792,17437.6387,
11607,54,0,1,1,20000,12.09,17437.6387,
11607,54,0,1,1,20000,6.5007,17437.6387,
11618,54,0,0,1,40000,167.2,56714.6525,
11618,54,0,0,1,40000,1313.344,56714.6525,
11618,54,0,0,1,40000,7.192,56714.6525,
11625,72,1,2,0,10000,481.288,20097.9784,
11625,72,1,2,0,10000,12.09,20097.9784,
11625,72,1,2,0,10000,1775.8629,20097.9784,
11632,55,0,0,0,30000,555.464,20099.915,
11632,55,0,0,0,30000,568.0161,20099.915,
11632,55,0,0,0,30000,645.9501,20099.915,
11636,56,1,0,0,40000,152,59957.975,
11636,56,1,0,0,40000,270.4,59957.975,
11636,56,1,0,0,40000,7.192,59957.975,
11643,57,0,1,0,20000,3.792,22547.2674,
11643,57,0,1,0,20000,70.6707,22547.2674,
11643,57,0,1,0,20000,1220.7738,22547.2674,
11650,57,0,1,0,30000,981.392,23329.0546,
11650,57,0,1,0,30000,1866.0915,23329.0546,
11650,57,0,1,0,30000,98.5521,23329.0546,
11657,60,0,1,1,10000,3.792,15812.2406,
11657,60,0,1,1,10000,12.09,15812.2406,
11657,60,0,1,1,10000,4.6314,15812.2406,
11661,59,1,2,0,20000,481.288,17580.7622,
11661,59,1,2,0,20000,1241.1594,17580.7622,
11661,59,1,2,0,20000,559.7205,17580.7622,
11668,58,0,0,1,40000,604.696,58662.4506,
11668,58,0,0,1,40000,826.456,58662.4506,
11668,58,0,0,1,40000,1053.336,58662.4506,
11675,60,0,0,1,30000,3.792,17440.1726,
11675,60,0,0,1,30000,37.107,17440.1726,
11675,60,0,0,1,30000,4.6314,17440.1726,
11686,45,1,1,1,30000,1049.936,14501.2348,
11686,45,1,1,1,30000,593.898,14501.2348,
11686,45,1,1,1,30000,4.6314,14501.2348,
11693,61,1,1,1,40000,255.992,52987.827,
11693,61,1,1,1,40000,270.4,52987.827,
11693,61,1,1,1,40000,1605.008,52987.827,
11700,48,0,2,1,10000,3.792,14374.7304,
11700,48,0,2,1,10000,102.7557,14374.7304,
11700,48,0,2,1,10000,98.5521,14374.7304,
11711,49,1,2,0,20000,3.792,15632.5055,
11711,49,1,2,0,20000,14.415,15632.5055,
11711,49,1,2,0,20000,4.6314,15632.5055,
11718,59,1,4,1,100000,594.567,22741.528,
11718,59,1,4,1,100000,160.55,22741.528,
11718,59,1,4,1,100000,8.436,22741.528,
11725,82,0,2,1,70000,27.5405,23875.6195,
11725,82,0,2,1,70000,1969.8725,23875.6195,
11725,82,0,2,1,70000,8.436,23875.6195,
11736,79,1,2,1,40000,1269.8365,23409.385,
11736,79,1,2,1,40000,129.2,23409.385,
11736,79,1,2,1,40000,8.436,23409.385,
11743,79,0,2,0,40000,680.751,23646.5685,
11743,79,0,2,0,40000,186.2,23646.5685,
11743,79,0,2,0,40000,8.5405,23646.5685,
11750,77,1,4,1,70000,121.581,24534.937,
11750,77,1,4,1,70000,1857.1265,24534.937,
11750,77,1,4,1,70000,575.567,24534.937,
11761,75,0,1,0,60000,1850.201,24299.0415,
11761,75,0,1,0,60000,110.2,24299.0415,
11761,75,0,1,0,60000,8.5405,24299.0415,
11768,75,0,2,1,60000,1276.4865,25573.1125,
11768,75,0,2,1,60000,1838.1265,25573.1125,
11768,75,0,2,1,60000,575.567,25573.1125,
11775,73,0,2,1,60000,21.8405,20732.4765,
11775,73,0,2,1,60000,198.55,20732.4765,
11775,73,0,2,1,60000,8.5405,20732.4765,
11786,72,0,3,1,70000,19.95,23002.188,
11786,72,0,3,1,70000,718.0765,23002.188,
11786,72,0,3,1,70000,1736.467,23002.188,
11793,71,0,1,1,70000,41.6195,19194.597,
11793,71,0,1,1,70000,151.05,19194.597,
11793,71,0,1,1,70000,539.6,19194.597,
11800,68,1,4,0,120000,13.512,41873.642,
11800,68,1,4,0,120000,685.488,41873.642,
11800,68,1,4,0,120000,477.496,41873.642,
11811,79,0,2,0,90000,652.696,49221.6742,
11811,79,0,2,0,90000,931.896,49221.6742,
11811,79,0,2,0,90000,7.104,49221.6742,
11818,78,0,0,1,120000,13.512,34865.0969,
11818,78,0,0,1,120000,231.992,34865.0969,
11818,78,0,0,1,120000,188.8,34865.0969,
